,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM
100,26-01-2024,Friday,Afternoon,256,Vadodara-Surat,GJ08-Express-398,D361,Non-AC,60,58,96.67,300,17400,7.85,5.28,Good,10-04-2024,2,0.23,Medium,0.66,5174,12226,Foggy,1,1,Navratri,162,24,Vadodara,Surat,192
101,15-01-2024,Monday,Afternoon,176,Gandhinagar-Bhavnagar,GJ08-Express-293,D198,AC,60,50,83.33,150,7500,7.9,4.03,Needs Repair,06-02-2024,0,0.68,Medium,0.5,3657,3843,Foggy,0,0,Festival Season,251,28,Gandhinagar,Bhavnagar,100
102,02-04-2024,Tuesday,Afternoon,406,Gandhinagar-Bhavnagar,GJ08-AC-496,D303,Sleeper,50,21,42,200,4200,6.52,5.81,Good,29-04-2024,1,0.37,High,0.56,4257,-57,Clear,1,1,IPL Match,207,6,Gandhinagar,Bhavnagar,190
103,14-03-2024,Thursday,Morning,318,Vadodara-Surat,GJ04-AC-348,D411,AC,60,49,81.67,250,12250,9.12,5.65,Good,05-04-2024,0,0.72,High,0.66,4431,7819,Foggy,1,1,,268,12,Vadodara,Surat,132
104,27-01-2024,Saturday,Night,330,Surat-Rajkot,GJ03-AC-287,D125,Express,40,27,67.5,300,8100,10.24,4.32,Good,11-01-2024,0,0.28,Low,0.4,5547,2553,Foggy,1,1,IPL Match,150,28,Surat,Rajkot,226
105,06-01-2024,Saturday,Afternoon,468,Vadodara-Surat,GJ04-Sleeper-190,D327,Non-AC,60,30,50,300,9000,7.86,4.3,Needs Repair,16-06-2024,0,0.64,Low,0.32,6109,2891,Clear,0,0,,221,4,Vadodara,Surat,247
106,10-05-2024,Friday,Afternoon,361,Ahmedabad-Vadodara,GJ09-Sleeper-474,D461,Non-AC,40,57,142.5,250,14250,8.91,5.67,Needs Repair,05-01-2024,0,0.65,Low,0.29,4544,9706,Foggy,0,0,IPL Match,254,16,Ahmedabad,Vadodara,161
107,18-01-2024,Thursday,Night,396,Gandhinagar-Bhavnagar,GJ07-Non-AC-368,D329,Express,40,45,112.5,250,11250,8.82,4.32,Good,16-01-2024,1,0.53,Low,0.63,3890,7360,Rainy,1,0,,155,20,Gandhinagar,Bhavnagar,105
108,03-03-2024,Sunday,Night,210,Gandhinagar-Bhavnagar,GJ09-Express-191,D180,Non-AC,40,40,100,250,10000,10.22,5.84,Good,25-05-2024,1,0.34,High,0.44,5814,4186,Clear,1,0,,294,5,Gandhinagar,Bhavnagar,228
109,21-03-2024,Thursday,Afternoon,282,Surat-Rajkot,GJ02-Express-258,D216,Express,60,58,96.67,300,17400,9.31,5.18,Good,02-02-2024,2,0.49,Low,0.45,6380,11020,Clear,1,1,,281,16,Surat,Rajkot,214
110,05-06-2024,Wednesday,Night,325,Ahmedabad-Vadodara,GJ04-Express-445,D299,AC,50,48,96,300,14400,8.96,4.49,Needs Repair,17-06-2024,1,0.2,High,0.58,3312,11088,Foggy,1,0,Navratri,134,12,Ahmedabad,Vadodara,194
111,05-01-2024,Friday,Afternoon,298,Ahmedabad-Vadodara,GJ08-AC-443,D500,AC,40,56,140,300,16800,8.07,5.89,Needs Repair,17-02-2024,2,0.87,High,0.27,4099,12701,Foggy,1,0,,158,28,Ahmedabad,Vadodara,235
112,20-04-2024,Saturday,Morning,469,Vadodara-Surat,GJ09-Non-AC-101,D376,AC,60,38,63.33,300,11400,8.89,4.68,Needs Repair,21-03-2024,3,0.86,Low,0.74,3557,7843,Rainy,0,1,IPL Match,264,9,Vadodara,Surat,206
113,29-04-2024,Monday,Morning,414,Gandhinagar-Bhavnagar,GJ08-Express-478,D389,Express,60,32,53.33,300,9600,8.72,4.64,Needs Repair,10-01-2024,2,0.3,High,0.13,3329,6271,Rainy,1,0,,120,5,Gandhinagar,Bhavnagar,210
114,27-03-2024,Wednesday,Afternoon,120,Vadodara-Surat,GJ03-Sleeper-395,D219,Sleeper,50,27,54,200,5400,8.89,4.23,Good,15-05-2024,3,0.44,Low,0.31,5545,-145,Clear,1,1,,265,4,Vadodara,Surat,109
115,14-03-2024,Thursday,Night,466,Gandhinagar-Bhavnagar,GJ03-AC-187,D121,AC,60,22,36.67,150,3300,7.74,5.42,Good,06-02-2024,2,0.33,Medium,0.77,6855,-3555,Clear,1,1,IPL Match,161,18,Gandhinagar,Bhavnagar,169
116,25-05-2024,Saturday,Night,347,Surat-Rajkot,GJ06-Sleeper-477,D489,Sleeper,40,57,142.5,300,17100,10.21,5.59,Needs Repair,06-05-2024,1,0.76,Medium,0.64,3220,13880,Clear,1,1,Festival Season,248,5,Surat,Rajkot,232
117,12-01-2024,Friday,Afternoon,280,Vadodara-Surat,GJ04-Sleeper-351,D415,Non-AC,60,52,86.67,150,7800,10.08,4.86,Good,18-06-2024,2,0.82,Low,0.12,3878,3922,Rainy,0,0,Festival Season,176,24,Vadodara,Surat,187
118,08-03-2024,Friday,Afternoon,462,Vadodara-Surat,GJ05-Express-362,D389,Express,50,26,52,200,5200,8.05,5.69,Good,21-01-2024,2,0.54,Low,0.14,6059,-859,Rainy,1,1,Navratri,280,11,Vadodara,Surat,224
119,16-01-2024,Tuesday,Night,377,Gandhinagar-Bhavnagar,GJ03-Non-AC-361,D222,Sleeper,50,38,76,300,11400,9.19,4.44,Good,26-05-2024,2,0.52,Medium,0.38,3995,7405,Clear,1,1,Festival Season,275,23,Gandhinagar,Bhavnagar,72
120,13-05-2024,Monday,Afternoon,381,Ahmedabad-Vadodara,GJ09-Sleeper-459,D114,Sleeper,50,26,52,250,6500,10.08,4.89,Good,30-03-2024,2,0.7,High,0.18,4968,1532,Clear,0,1,IPL Match,144,14,Ahmedabad,Vadodara,198
121,19-03-2024,Tuesday,Morning,232,Ahmedabad-Vadodara,GJ02-Sleeper-260,D410,Express,50,36,72,300,10800,10.29,5.4,Good,28-02-2024,0,0.6,Medium,0.15,5896,4904,Foggy,0,0,,296,17,Ahmedabad,Vadodara,62
122,10-04-2024,Wednesday,Afternoon,180,Surat-Rajkot,GJ05-Sleeper-327,D487,Sleeper,40,50,125,200,10000,7.76,4.18,Good,24-01-2024,0,0.14,Low,0.36,3632,6368,Foggy,1,1,Festival Season,219,16,Surat,Rajkot,150
123,12-01-2024,Friday,Night,443,Vadodara-Surat,GJ01-Sleeper-209,D272,Sleeper,40,52,130,250,13000,10.13,5.36,Needs Repair,14-04-2024,3,0.45,Low,0.12,6420,6580,Foggy,1,0,IPL Match,290,14,Vadodara,Surat,210
124,10-05-2024,Friday,Afternoon,311,Vadodara-Surat,GJ06-Express-338,D119,Sleeper,60,57,95,300,17100,9.44,5.65,Good,25-02-2024,2,0.4,High,0.77,3643,13457,Foggy,1,1,Navratri,223,24,Vadodara,Surat,73
125,15-01-2024,Monday,Night,107,Ahmedabad-Vadodara,GJ06-Non-AC-185,D295,Sleeper,50,42,84,150,6300,7.78,4.41,Needs Repair,23-03-2024,3,0.71,High,0.13,5627,673,Clear,1,1,,239,1,Ahmedabad,Vadodara,157
126,19-02-2024,Monday,Morning,358,Vadodara-Surat,GJ02-AC-115,D227,Express,60,55,91.67,200,11000,9.09,5.08,Needs Repair,07-03-2024,2,0.34,Medium,0.74,5021,5979,Clear,1,0,,173,16,Vadodara,Surat,60
127,15-02-2024,Thursday,Morning,212,Vadodara-Surat,GJ08-Sleeper-354,D499,Express,60,56,93.33,200,11200,7.9,5.77,Good,26-06-2024,1,0.39,High,0.5,6914,4286,Rainy,0,0,Navratri,297,21,Vadodara,Surat,66
128,26-02-2024,Monday,Night,270,Ahmedabad-Vadodara,GJ09-Non-AC-415,D255,Non-AC,60,40,66.67,150,6000,7.52,4.72,Good,19-06-2024,0,0.25,High,0.42,5250,750,Clear,1,1,Festival Season,150,19,Ahmedabad,Vadodara,245
129,26-03-2024,Tuesday,Afternoon,300,Vadodara-Surat,GJ09-Sleeper-495,D135,Sleeper,60,42,70,300,12600,7.01,4.52,Needs Repair,21-01-2024,0,0.47,Medium,0.58,4796,7804,Foggy,1,0,IPL Match,276,26,Vadodara,Surat,224
130,04-06-2024,Tuesday,Morning,483,Vadodara-Surat,GJ02-Sleeper-340,D187,Non-AC,50,41,82,300,12300,6.96,4.77,Good,20-05-2024,0,0.36,Low,0.54,3181,9119,Clear,1,1,Festival Season,257,15,Vadodara,Surat,74
131,11-06-2024,Tuesday,Morning,344,Vadodara-Surat,GJ06-Express-156,D252,Non-AC,60,31,51.67,250,7750,6.57,4.88,Needs Repair,21-05-2024,0,0.38,Low,0.39,3199,4551,Rainy,0,1,Navratri,206,24,Vadodara,Surat,143
132,15-05-2024,Wednesday,Morning,129,Gandhinagar-Bhavnagar,GJ07-AC-416,D196,Sleeper,60,36,60,150,5400,6.76,4.37,Needs Repair,02-05-2024,3,0.28,Low,0.79,6798,-1398,Rainy,1,1,,172,21,Gandhinagar,Bhavnagar,70
133,16-06-2024,Sunday,Morning,195,Ahmedabad-Vadodara,GJ01-Express-438,D163,Non-AC,50,28,56,150,4200,9.43,4.33,Needs Repair,17-01-2024,0,0.42,Medium,0.8,3437,763,Rainy,1,0,,185,9,Ahmedabad,Vadodara,133
134,25-01-2024,Thursday,Night,458,Ahmedabad-Vadodara,GJ02-AC-490,D198,Express,60,30,50,250,7500,7.33,4.88,Good,04-02-2024,3,0.81,Medium,0.5,6369,1131,Clear,1,1,,283,7,Ahmedabad,Vadodara,189
135,24-06-2024,Monday,Night,438,Vadodara-Surat,GJ04-Non-AC-155,D458,Express,50,46,92,150,6900,8.09,5.54,Needs Repair,06-03-2024,3,0.25,Low,0.28,5042,1858,Rainy,1,0,IPL Match,196,9,Vadodara,Surat,86
136,06-04-2024,Saturday,Afternoon,217,Gandhinagar-Bhavnagar,GJ01-Sleeper-204,D290,Sleeper,60,33,55,300,9900,10.02,5.95,Needs Repair,08-06-2024,3,0.79,Medium,0.11,5350,4550,Foggy,1,0,Navratri,228,16,Gandhinagar,Bhavnagar,91
137,30-03-2024,Saturday,Afternoon,227,Surat-Rajkot,GJ03-Sleeper-158,D159,AC,60,54,90,200,10800,7.35,5.45,Needs Repair,17-01-2024,2,0.61,Medium,0.37,3674,7126,Rainy,1,0,,189,24,Surat,Rajkot,194
138,26-03-2024,Tuesday,Morning,139,Ahmedabad-Vadodara,GJ01-Express-324,D143,Sleeper,60,54,90,300,16200,9.2,5.76,Needs Repair,07-04-2024,0,0.69,Medium,0.11,4568,11632,Rainy,0,1,IPL Match,199,29,Ahmedabad,Vadodara,150
139,12-04-2024,Friday,Morning,465,Vadodara-Surat,GJ07-Non-AC-444,D496,Non-AC,50,21,42,150,3150,8.75,5.54,Good,08-03-2024,1,0.6,Medium,0.7,3542,-392,Clear,0,0,IPL Match,157,3,Vadodara,Surat,97
140,03-01-2024,Wednesday,Morning,139,Vadodara-Surat,GJ09-AC-455,D103,Non-AC,60,52,86.67,200,10400,7.65,5.11,Needs Repair,29-01-2024,3,0.47,Low,0.22,6077,4323,Clear,0,0,IPL Match,141,22,Vadodara,Surat,152
141,11-06-2024,Tuesday,Morning,356,Gandhinagar-Bhavnagar,GJ01-Sleeper-401,D107,Sleeper,50,56,112,250,14000,8.09,4.72,Needs Repair,03-03-2024,0,0.14,Low,0.62,3119,10881,Rainy,1,1,IPL Match,165,29,Gandhinagar,Bhavnagar,77
142,05-01-2024,Friday,Morning,441,Surat-Rajkot,GJ02-Sleeper-279,D294,AC,40,54,135,250,13500,7.46,4.86,Good,11-02-2024,0,0.71,Medium,0.54,6836,6664,Rainy,0,0,Navratri,269,30,Surat,Rajkot,90
143,16-02-2024,Friday,Afternoon,224,Vadodara-Surat,GJ04-AC-463,D182,AC,50,48,96,150,7200,8.78,5.69,Good,08-05-2024,2,0.52,Low,0.26,5916,1284,Foggy,0,1,IPL Match,191,29,Vadodara,Surat,148
144,06-03-2024,Wednesday,Morning,446,Vadodara-Surat,GJ07-Non-AC-251,D317,Sleeper,40,56,140,300,16800,9,4.74,Needs Repair,28-03-2024,2,0.19,High,0.4,4739,12061,Rainy,1,1,,257,18,Vadodara,Surat,96
145,08-02-2024,Thursday,Morning,266,Gandhinagar-Bhavnagar,GJ02-AC-477,D232,Express,60,39,65,300,11700,7.53,4.15,Needs Repair,12-04-2024,0,0.47,Low,0.2,5521,6179,Clear,1,0,IPL Match,207,25,Gandhinagar,Bhavnagar,195
146,09-05-2024,Thursday,Morning,305,Vadodara-Surat,GJ02-Express-211,D239,AC,60,27,45,300,8100,10.39,4.93,Good,23-02-2024,3,0.16,Medium,0.66,6795,1305,Clear,1,1,Navratri,206,5,Vadodara,Surat,154
147,13-02-2024,Tuesday,Morning,231,Ahmedabad-Vadodara,GJ06-Non-AC-248,D391,Express,40,46,115,300,13800,7.81,5.06,Needs Repair,25-03-2024,2,0.72,Low,0.29,6892,6908,Rainy,1,1,,296,10,Ahmedabad,Vadodara,173
148,09-03-2024,Saturday,Morning,207,Gandhinagar-Bhavnagar,GJ01-Express-255,D129,Sleeper,60,25,41.67,300,7500,9.44,5.02,Needs Repair,24-05-2024,2,0.15,Low,0.76,6659,841,Rainy,0,1,,193,0,Gandhinagar,Bhavnagar,248
149,18-04-2024,Thursday,Afternoon,289,Gandhinagar-Bhavnagar,GJ03-Non-AC-101,D299,Express,60,42,70,250,10500,7.77,5.87,Good,11-03-2024,3,0.6,High,0.74,3817,6683,Clear,0,0,Navratri,221,0,Gandhinagar,Bhavnagar,62
150,13-05-2024,Monday,Afternoon,248,Ahmedabad-Vadodara,GJ06-Non-AC-315,D138,Non-AC,40,39,97.5,250,9750,7.1,5.33,Good,05-01-2024,2,0.6,Medium,0.62,5657,4093,Rainy,1,1,Navratri,272,23,Ahmedabad,Vadodara,190
151,11-04-2024,Thursday,Morning,190,Vadodara-Surat,GJ08-Sleeper-289,D343,Express,60,31,51.67,150,4650,7.29,5.72,Needs Repair,18-02-2024,0,0.87,Low,0.77,3135,1515,Foggy,0,1,IPL Match,231,4,Vadodara,Surat,149
152,18-03-2024,Monday,Night,292,Vadodara-Surat,GJ03-Express-336,D232,AC,40,46,115,150,6900,7.46,5.83,Needs Repair,01-03-2024,0,0.86,Low,0.55,3665,3235,Rainy,1,1,Festival Season,246,5,Vadodara,Surat,80
153,20-04-2024,Saturday,Night,321,Ahmedabad-Vadodara,GJ08-Express-274,D465,Non-AC,50,36,72,200,7200,8.94,5.03,Good,07-01-2024,0,0.15,Low,0.66,3516,3684,Foggy,1,0,IPL Match,286,20,Ahmedabad,Vadodara,179
154,29-02-2024,Thursday,Morning,112,Gandhinagar-Bhavnagar,GJ01-Non-AC-209,D267,AC,60,48,80,200,9600,7.48,5.42,Good,23-01-2024,2,0.41,Low,0.62,5067,4533,Clear,1,1,IPL Match,274,14,Gandhinagar,Bhavnagar,65
155,27-02-2024,Tuesday,Night,409,Gandhinagar-Bhavnagar,GJ01-AC-346,D406,Express,60,46,76.67,150,6900,8.75,5.34,Needs Repair,28-04-2024,2,0.18,High,0.69,3312,3588,Foggy,1,1,IPL Match,280,21,Gandhinagar,Bhavnagar,186
156,17-05-2024,Friday,Morning,160,Ahmedabad-Vadodara,GJ03-AC-499,D320,Sleeper,50,44,88,200,8800,9.12,5.14,Needs Repair,05-02-2024,0,0.12,Low,0.79,3374,5426,Clear,0,0,Festival Season,122,25,Ahmedabad,Vadodara,122
157,10-05-2024,Friday,Morning,170,Vadodara-Surat,GJ02-Non-AC-279,D255,AC,60,55,91.67,250,13750,6.61,5.98,Good,26-06-2024,1,0.5,Medium,0.29,5812,7938,Clear,1,0,Festival Season,179,15,Vadodara,Surat,215
158,28-03-2024,Thursday,Afternoon,276,Ahmedabad-Vadodara,GJ08-Express-285,D367,Non-AC,60,23,38.33,300,6900,7.09,4.12,Needs Repair,03-04-2024,0,0.58,Low,0.72,4726,2174,Foggy,1,1,Festival Season,162,4,Ahmedabad,Vadodara,103
159,03-02-2024,Saturday,Afternoon,183,Vadodara-Surat,GJ05-AC-201,D428,Express,50,34,68,150,5100,7.59,4.37,Needs Repair,29-06-2024,3,0.25,Low,0.14,5951,-851,Rainy,1,0,IPL Match,242,17,Vadodara,Surat,233
160,23-02-2024,Friday,Afternoon,140,Gandhinagar-Bhavnagar,GJ03-Sleeper-362,D469,Non-AC,50,26,52,250,6500,8.4,4.16,Needs Repair,09-05-2024,1,0.59,Medium,0.65,5665,835,Foggy,0,0,Festival Season,156,10,Gandhinagar,Bhavnagar,149
161,27-01-2024,Saturday,Afternoon,265,Surat-Rajkot,GJ07-Non-AC-290,D267,Non-AC,50,56,112,250,14000,8.04,5.24,Needs Repair,17-03-2024,0,0.29,High,0.21,3593,10407,Foggy,1,0,Festival Season,194,14,Surat,Rajkot,158
162,23-06-2024,Sunday,Morning,128,Ahmedabad-Vadodara,GJ04-Express-388,D273,Sleeper,40,46,115,300,13800,7.83,5.29,Good,08-02-2024,1,0.32,Low,0.42,6901,6899,Rainy,0,0,,249,4,Ahmedabad,Vadodara,136
163,25-03-2024,Monday,Morning,109,Surat-Rajkot,GJ06-Sleeper-265,D344,AC,60,22,36.67,200,4400,7.56,4.36,Needs Repair,22-04-2024,2,0.67,Low,0.45,4975,-575,Clear,0,1,IPL Match,200,15,Surat,Rajkot,222
164,28-01-2024,Sunday,Morning,246,Surat-Rajkot,GJ06-Non-AC-497,D267,Express,60,36,60,200,7200,8.58,4.8,Needs Repair,05-04-2024,1,0.19,Medium,0.32,3736,3464,Rainy,1,0,Navratri,238,11,Surat,Rajkot,211
165,24-01-2024,Wednesday,Afternoon,264,Vadodara-Surat,GJ08-Non-AC-298,D314,AC,50,30,60,150,4500,6.98,5.62,Needs Repair,26-05-2024,3,0.5,Low,0.33,5819,-1319,Rainy,1,0,,174,16,Vadodara,Surat,186
166,24-03-2024,Sunday,Morning,296,Vadodara-Surat,GJ06-Non-AC-148,D296,Sleeper,50,33,66,200,6600,8.72,4.15,Good,19-04-2024,0,0.83,Low,0.78,3948,2652,Foggy,1,0,,249,21,Vadodara,Surat,57
167,13-01-2024,Saturday,Night,420,Vadodara-Surat,GJ08-AC-328,D471,AC,40,41,102.5,300,12300,10.46,4.19,Needs Repair,24-01-2024,1,0.3,Medium,0.72,4506,7794,Foggy,0,0,Festival Season,230,12,Vadodara,Surat,56
168,26-05-2024,Sunday,Night,117,Ahmedabad-Vadodara,GJ07-AC-399,D126,Sleeper,40,42,105,200,8400,8.66,4.07,Needs Repair,21-03-2024,3,0.37,Medium,0.14,6368,2032,Clear,0,1,IPL Match,172,20,Ahmedabad,Vadodara,85
169,02-02-2024,Friday,Morning,478,Surat-Rajkot,GJ01-Sleeper-281,D214,AC,60,25,41.67,250,6250,9.13,4.09,Needs Repair,15-06-2024,2,0.19,High,0.5,3823,2427,Clear,1,1,,246,19,Surat,Rajkot,67
170,23-02-2024,Friday,Morning,473,Ahmedabad-Vadodara,GJ05-Non-AC-216,D378,AC,40,30,75,250,7500,9.42,5.58,Needs Repair,25-05-2024,0,0.18,Medium,0.35,4323,3177,Rainy,0,0,IPL Match,148,2,Ahmedabad,Vadodara,52
171,17-02-2024,Saturday,Afternoon,325,Vadodara-Surat,GJ08-Non-AC-207,D321,Express,60,27,45,200,5400,6.62,4.16,Needs Repair,10-05-2024,3,0.3,High,0.53,6667,-1267,Clear,1,0,,205,0,Vadodara,Surat,77
172,01-06-2024,Saturday,Night,203,Gandhinagar-Bhavnagar,GJ02-Sleeper-161,D314,Express,60,54,90,150,8100,8.82,5.04,Good,26-01-2024,0,0.29,Low,0.75,3554,4546,Foggy,1,1,IPL Match,161,12,Gandhinagar,Bhavnagar,119
173,16-05-2024,Thursday,Afternoon,365,Ahmedabad-Vadodara,GJ04-Sleeper-404,D422,AC,50,57,114,250,14250,7.48,5.25,Good,01-02-2024,0,0.16,Low,0.71,4093,10157,Rainy,0,1,Navratri,136,2,Ahmedabad,Vadodara,221
174,20-06-2024,Thursday,Night,150,Vadodara-Surat,GJ07-Non-AC-417,D223,Express,50,22,44,300,6600,8.33,5.86,Good,19-05-2024,1,0.64,High,0.45,4319,2281,Foggy,1,0,IPL Match,176,2,Vadodara,Surat,198
175,17-03-2024,Sunday,Afternoon,474,Vadodara-Surat,GJ02-Non-AC-460,D237,Sleeper,60,34,56.67,200,6800,8.57,5.87,Needs Repair,23-03-2024,3,0.2,Medium,0.62,6286,514,Rainy,0,1,,243,13,Vadodara,Surat,77
176,19-05-2024,Sunday,Afternoon,343,Surat-Rajkot,GJ07-Non-AC-484,D168,Express,50,41,82,150,6150,7.14,4.78,Needs Repair,07-06-2024,2,0.41,Low,0.28,6079,71,Foggy,1,0,Festival Season,234,14,Surat,Rajkot,103
177,23-05-2024,Thursday,Morning,358,Vadodara-Surat,GJ06-AC-376,D261,Express,50,53,106,150,7950,9.15,5.4,Good,13-05-2024,1,0.54,Medium,0.77,4186,3764,Rainy,0,1,,165,5,Vadodara,Surat,231
178,26-06-2024,Wednesday,Afternoon,280,Gandhinagar-Bhavnagar,GJ03-AC-344,D332,AC,50,49,98,200,9800,8.28,4.24,Good,20-02-2024,1,0.64,Medium,0.34,5090,4710,Clear,1,1,Navratri,140,11,Gandhinagar,Bhavnagar,114
179,23-05-2024,Thursday,Afternoon,307,Gandhinagar-Bhavnagar,GJ09-Non-AC-369,D470,Sleeper,40,26,65,300,7800,7.91,4.49,Good,18-04-2024,2,0.7,High,0.44,4950,2850,Foggy,1,0,Festival Season,296,30,Gandhinagar,Bhavnagar,149
180,20-05-2024,Monday,Afternoon,274,Ahmedabad-Vadodara,GJ07-Sleeper-328,D412,Non-AC,40,26,65,150,3900,8.9,5.01,Good,04-06-2024,1,0.58,High,0.61,3767,133,Clear,1,1,Festival Season,227,16,Ahmedabad,Vadodara,70
181,06-03-2024,Wednesday,Morning,414,Ahmedabad-Vadodara,GJ09-Non-AC-208,D305,Sleeper,50,36,72,300,10800,8.9,4.23,Needs Repair,17-03-2024,2,0.84,Medium,0.8,5841,4959,Clear,0,1,IPL Match,286,3,Ahmedabad,Vadodara,62
182,18-01-2024,Thursday,Night,309,Vadodara-Surat,GJ01-Express-396,D203,Express,50,35,70,300,10500,9.76,4.98,Good,28-04-2024,3,0.28,High,0.72,4342,6158,Rainy,0,1,Navratri,217,3,Vadodara,Surat,106
183,24-05-2024,Friday,Afternoon,335,Vadodara-Surat,GJ04-Express-140,D158,Sleeper,50,42,84,200,8400,7.5,5.83,Needs Repair,06-05-2024,3,0.63,Medium,0.72,4978,3422,Clear,1,0,Festival Season,292,4,Vadodara,Surat,98
184,17-04-2024,Wednesday,Night,305,Surat-Rajkot,GJ07-AC-282,D282,Express,50,21,42,150,3150,6.59,4.32,Good,09-06-2024,3,0.63,Low,0.51,5928,-2778,Foggy,1,0,Navratri,193,11,Surat,Rajkot,167
185,09-02-2024,Friday,Morning,379,Gandhinagar-Bhavnagar,GJ05-Non-AC-404,D467,AC,40,58,145,150,8700,10.29,4.61,Needs Repair,05-03-2024,1,0.13,Low,0.29,5323,3377,Foggy,0,1,,200,21,Gandhinagar,Bhavnagar,103
186,27-02-2024,Tuesday,Afternoon,296,Vadodara-Surat,GJ08-Sleeper-483,D200,Sleeper,40,47,117.5,200,9400,7.23,4.93,Good,16-06-2024,0,0.24,Medium,0.64,6436,2964,Rainy,0,1,Festival Season,143,11,Vadodara,Surat,187
187,15-01-2024,Monday,Afternoon,335,Ahmedabad-Vadodara,GJ07-AC-341,D398,Sleeper,40,29,72.5,250,7250,7.97,5.22,Needs Repair,09-03-2024,3,0.69,Medium,0.18,3745,3505,Clear,1,1,,175,27,Ahmedabad,Vadodara,102
188,06-05-2024,Monday,Morning,286,Ahmedabad-Vadodara,GJ09-Express-327,D374,Express,40,46,115,200,9200,7.17,5.1,Good,26-06-2024,3,0.61,Low,0.69,3149,6051,Rainy,1,1,Festival Season,213,3,Ahmedabad,Vadodara,93
189,20-01-2024,Saturday,Morning,130,Ahmedabad-Vadodara,GJ03-AC-299,D228,Express,50,42,84,150,6300,9.71,5.02,Needs Repair,25-01-2024,1,0.87,Medium,0.78,3098,3202,Rainy,1,0,,196,28,Ahmedabad,Vadodara,96
190,19-02-2024,Monday,Night,298,Gandhinagar-Bhavnagar,GJ07-Express-209,D115,Express,60,53,88.33,200,10600,9.1,5.71,Good,26-02-2024,0,0.87,High,0.12,3341,7259,Foggy,0,0,Navratri,255,3,Gandhinagar,Bhavnagar,102
191,11-03-2024,Monday,Morning,237,Vadodara-Surat,GJ09-Express-457,D415,Sleeper,50,54,108,150,8100,9.88,5.05,Good,29-04-2024,1,0.16,Low,0.29,5513,2587,Rainy,0,0,Festival Season,271,6,Vadodara,Surat,123
192,12-04-2024,Friday,Morning,373,Gandhinagar-Bhavnagar,GJ09-Non-AC-246,D214,Non-AC,60,51,85,250,12750,6.63,4.58,Needs Repair,19-06-2024,1,0.29,Medium,0.49,4649,8101,Clear,0,1,Festival Season,244,7,Gandhinagar,Bhavnagar,95
193,02-02-2024,Friday,Afternoon,250,Ahmedabad-Vadodara,GJ03-Non-AC-395,D355,AC,50,53,106,300,15900,9,4.07,Needs Repair,23-01-2024,2,0.52,Medium,0.69,3376,12524,Clear,0,1,Navratri,127,22,Ahmedabad,Vadodara,62
194,16-03-2024,Saturday,Morning,132,Ahmedabad-Vadodara,GJ04-Non-AC-398,D174,Express,40,28,70,250,7000,9.59,4.27,Good,16-05-2024,1,0.64,Low,0.26,4828,2172,Rainy,0,0,Festival Season,299,28,Ahmedabad,Vadodara,214
195,19-05-2024,Sunday,Afternoon,447,Vadodara-Surat,GJ07-AC-464,D150,Non-AC,60,47,78.33,250,11750,10.14,4.8,Needs Repair,18-06-2024,1,0.1,High,0.68,6253,5497,Rainy,1,0,IPL Match,230,15,Vadodara,Surat,151
196,18-06-2024,Tuesday,Night,275,Gandhinagar-Bhavnagar,GJ06-Sleeper-448,D254,Non-AC,50,48,96,200,9600,10.25,4.62,Good,22-01-2024,0,0.69,High,0.15,5846,3754,Foggy,1,1,Festival Season,245,17,Gandhinagar,Bhavnagar,73
197,08-05-2024,Wednesday,Afternoon,324,Vadodara-Surat,GJ08-Sleeper-231,D237,Sleeper,60,30,50,300,9000,7.56,4.81,Needs Repair,11-01-2024,0,0.46,Medium,0.26,3137,5863,Clear,1,0,Navratri,253,29,Vadodara,Surat,51
198,10-02-2024,Saturday,Night,436,Vadodara-Surat,GJ08-Sleeper-355,D329,Express,40,32,80,150,4800,9.81,4.44,Needs Repair,25-05-2024,0,0.4,Medium,0.75,3966,834,Rainy,1,1,IPL Match,150,6,Vadodara,Surat,130
199,02-02-2024,Friday,Afternoon,369,Vadodara-Surat,GJ09-Sleeper-428,D130,Sleeper,50,43,86,150,6450,7.07,4.26,Good,17-06-2024,0,0.75,High,0.39,5067,1383,Foggy,0,0,Festival Season,173,23,Vadodara,Surat,149
200,10-02-2024,Saturday,Morning,295,Surat-Rajkot,GJ03-Sleeper-462,D201,Express,40,32,80,300,9600,7.74,5.89,Needs Repair,07-01-2024,3,0.24,Low,0.41,3265,6335,Foggy,0,0,IPL Match,183,22,Surat,Rajkot,191
201,07-02-2024,Wednesday,Afternoon,318,Surat-Rajkot,GJ03-Non-AC-334,D196,Sleeper,60,21,35,200,4200,7.89,5.63,Good,15-02-2024,2,0.52,Medium,0.33,5167,-967,Foggy,0,0,Navratri,272,14,Surat,Rajkot,187
